StartDate,EndDate,Attention_check,Intentions,Trust1,Trust2,Transparency1,Transparency2,Understanding,Empowerment1,Empowerment2,Accessibility,Gender,Age,Condition,Questions_order
8/1/2023 11:09,8/1/2023 11:11,20,3,6,6,6,6,2,4,4,7,2,52,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
8/1/2023 11:09,8/1/2023 11:11,24,1,2,2,1,1,2,4,4,6,1,55,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:10,8/1/2023 11:11,5,4,7,7,7,7,1,4,4,7,2,65,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:09,8/1/2023 11:11,6,3,6,6,5,5,2,4,5,5,1,38,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:09,8/1/2023 11:11,8,3,6,6,5,5,3,3,3,7,2,40,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:10,8/1/2023 11:12,10,4,7,7,7,7,7,7,7,7,2,32,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:09,8/1/2023 11:12,5,5,7,7,7,7,6,5,5,3,2,64,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:11,8/1/2023 11:12,6,5,7,7,7,7,6,5,5,5,2,43,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:10,8/1/2023 11:12,15,1,3,3,2,2,1,2,1,5,2,38,Control,Empowerment|Trust&Transparency|Understanding
8/1/2023 11:12,8/1/2023 11:13,13,6,7,5,7,6,6,5,7,6,1,36,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:10,8/1/2023 11:13,21,4,1,1,1,1,5,3,2,4,2,37,Explanation_Prospect,Understanding|Trust&Transparency|Empowerment
8/1/2023 11:11,8/1/2023 11:13,5,1,4,4,4,4,3,1,1,2,2,37,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:09,8/1/2023 11:13,20,5,5,6,5,4,2,4,5,6,1,48,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:10,8/1/2023 11:13,5,7,1,1,1,1,2,7,7,7,2,39,Explanation_Prospect,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:10,8/1/2023 11:14,11,5,6,5,5,5,5,5,6,6,1,27,Explanation_Prospect,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:15,8/1/2023 11:15,4,,,,,,,,,,,,,
8/1/2023 11:09,8/1/2023 11:15,120,3,4,4,5,4,4,3,3,4,1,37,Control,Empowerment|Understanding|Trust&Transparency
8/1/2023 11:14,8/1/2023 11:16,5,1,5,4,4,4,2,4,4,4,1,22,Control,Trust&Transparency|Empowerment|Understanding
8/1/2023 11:15,8/1/2023 11:17,12,1,6,7,7,6,4,2,4,4,1,42,Control,Understanding|Empowerment|Trust&Transparency
8/1/2023 11:14,8/1/2023 11:18,15,4,5,5,4,1,3,2,5,5,1,46,Explanation_Prospect,Trust&Transparency|Understanding|Empowerment
