StartDate,EndDate,Attention_check,Understanding,Intentions,Empowerment1,Empowerment2,Gender,Age,Condition
9/21/2023 17:39,9/21/2023 17:42,5,5,4,5,5,2,59,ProspectofEx-PostExplanation
9/21/2023 17:40,9/21/2023 17:42,5,7,6,7,7,2,45,ProspectofEx-AnteExplanation
9/21/2023 17:41,9/21/2023 17:43,9,3,4,5,5,1,40,ProspectofEx-PostExplanation
9/21/2023 17:40,9/21/2023 17:43,10,1,2,4,4,1,47,Control
9/21/2023 17:41,9/21/2023 17:43,19,1,2,2,2,1,48,ProspectofEx-PostExplanation
9/21/2023 17:42,9/21/2023 17:43,12,2,1,2,2,1,36,Control
9/21/2023 17:43,9/21/2023 17:44,5,2,3,4,3,2,57,ProspectofEx-AnteExplanation
9/21/2023 17:43,9/21/2023 17:44,5,2,4,5,5,1,37,Control
9/21/2023 17:43,9/21/2023 17:44,6,1,4,1,1,2,38,ProspectofEx-AnteExplanation
9/21/2023 17:43,9/21/2023 17:45,26,5,3,4,4,2,32,ProspectofEx-PostExplanation
9/21/2023 17:44,9/21/2023 17:45,8,6,4,5,5,1,24,ProspectofEx-PostExplanation
9/21/2023 17:42,9/21/2023 17:45,10,2,4,5,5,1,70,ProspectofEx-AnteExplanation
9/21/2023 17:45,9/21/2023 17:46,24,3,3,4,3,1,40,Control
9/21/2023 17:44,9/21/2023 17:46,6,6,5,6,6,2,56,Control
9/21/2023 17:45,9/21/2023 17:46,12,5,5,4,4,1,34,ProspectofEx-PostExplanation
9/21/2023 17:46,9/21/2023 17:47,15,3,6,3,5,2,37,ProspectofEx-AnteExplanation
9/21/2023 17:46,9/21/2023 17:47,7,2,1,2,2,1,60,ProspectofEx-PostExplanation
9/21/2023 17:46,9/21/2023 17:48,10,2,1,1,1,1,32,ProspectofEx-PostExplanation
9/21/2023 17:47,9/21/2023 17:48,12,4,5,5,4,1,40,Control
9/21/2023 17:46,9/21/2023 17:48,8,6,6,7,6,1,39,ProspectofEx-AnteExplanation
9/21/2023 17:47,9/21/2023 17:48,8,3,3,3,3,2,55,Control
9/21/2023 17:47,9/21/2023 17:49,9,6,4,5,5,1,38,Control
9/21/2023 17:46,9/21/2023 17:49,5,3,2,2,2,2,45,ProspectofEx-AnteExplanation
