StartDate,EndDate,Accessed,Attention_check,Choice,Understanding,Accuracy_A,Accuracy_B,Explanation_check,Gender,Age,Condition
4/18/2023 10:14,4/18/2023 10:16,0,7,1,4,94,89,3,1,78,Both_explainable
4/18/2023 10:15,4/18/2023 10:17,0,14,1,1,94,89,1,2,36,94_explainable
4/18/2023 10:15,4/18/2023 10:17,0,24,1,1,94,89,1,2,54,94_explainable
4/18/2023 10:16,4/18/2023 10:18,0,8,1,2,94,89,3,2,61,Both_explainable
4/18/2023 10:17,4/18/2023 10:18,0,0,,,,,,,,
4/18/2023 10:17,4/18/2023 10:18,0,14,1,4,92,89,4,1,42,No_explainable
4/18/2023 10:16,4/18/2023 10:18,0,8,1,3,94,89,1,1,20,No_explainable
4/18/2023 10:16,4/18/2023 10:18,0,12,1,7,94,89,2,2,54,89_explainable
4/18/2023 10:16,4/18/2023 10:19,0,6,1,5,94,89,2,2,34,89_explainable
4/18/2023 10:17,4/18/2023 10:19,0,20,1,4,94,89,4,2,58,94_explainable
4/18/2023 10:18,4/18/2023 10:19,0,7,1,4,95,89,3,2,52,Both_explainable
4/18/2023 10:18,4/18/2023 10:19,1,29,1,3,94,89,1,1,37,94_explainable
4/18/2023 10:18,4/18/2023 10:19,0,8,1,5,94,89,2,2,56,89_explainable
4/18/2023 10:17,4/18/2023 10:20,1,19,1,3,94,89,3,1,59,Both_explainable
4/18/2023 10:19,4/18/2023 10:20,0,8,1,5,94,89,2,2,52,89_explainable
4/18/2023 10:18,4/18/2023 10:20,0,6,1,4,94,89,1,1,70,94_explainable
4/18/2023 10:18,4/18/2023 10:21,0,23,1,4,94,86,4,1,28,No_explainable
4/18/2023 10:19,4/18/2023 10:21,0,34,1,4,94,89,3,1,37,Both_explainable
4/18/2023 10:19,4/18/2023 10:21,0,20,2,5,94,89,2,1,57,89_explainable
4/18/2023 10:20,4/18/2023 10:21,0,14,1,4,94,89,3,1,39,Both_explainable
4/18/2023 10:20,4/18/2023 10:22,0,44,1,3,94,89,1,2,36,94_explainable
4/18/2023 10:17,4/18/2023 10:22,0,7,1,4,94,89,3,2,58,Both_explainable
4/18/2023 10:16,4/18/2023 10:22,0,15,1,2,94,89,2,1,25,No_explainable
4/18/2023 10:18,4/18/2023 10:22,0,10,1,4,94,89,4,2,64,No_explainable
4/18/2023 10:21,4/18/2023 10:22,0,7,2,5,95,89,2,2,41,89_explainable
4/18/2023 10:21,4/18/2023 10:23,0,5,1,4,94,89,4,1,39,No_explainable
4/18/2023 10:22,4/18/2023 10:23,0,7,1,2,94,88,3,1,29,Both_explainable
4/18/2023 10:23,4/18/2023 10:23,0,,,,,,,,,
4/18/2023 10:21,4/18/2023 10:23,0,5,1,1,95,85,1,2,67,94_explainable
4/18/2023 10:23,4/18/2023 10:24,0,13,1,5,94,89,2,1,34,89_explainable
4/18/2023 10:22,4/18/2023 10:25,0,10,1,2,94,89,4,2,40,No_explainable
4/18/2023 10:25,4/18/2023 10:26,0,5,1,4,54,25,2,1,27,94_explainable
4/18/2023 10:24,4/18/2023 10:26,0,6,1,3,94,89,1,2,38,94_explainable
4/18/2023 10:25,4/18/2023 10:26,0,5,1,4,94,83,4,2,39,No_explainable
4/18/2023 10:25,4/18/2023 10:27,0,10,1,4,94,80,3,2,26,Both_explainable
4/18/2023 10:26,4/18/2023 10:27,0,8,1,4,94,89,4,2,32,No_explainable
4/18/2023 10:24,4/18/2023 10:27,0,9,1,7,94,89,2,2,32,89_explainable
4/18/2023 10:21,4/18/2023 10:27,0,11,2,4,94,89,4,1,35,No_explainable
4/18/2023 10:25,4/18/2023 10:28,0,5,1,4,95,85,1,2,49,94_explainable
4/18/2023 10:26,4/18/2023 10:28,0,12,1,4,94,89,4,2,38,No_explainable
4/18/2023 10:27,4/18/2023 10:28,0,5,2,7,94,89,2,1,69,89_explainable
4/18/2023 10:25,4/18/2023 10:29,0,16,2,7,90,89,3,2,25,Both_explainable
4/18/2023 10:25,4/18/2023 10:29,0,14,1,4,94,89,3,1,52,Both_explainable
4/18/2023 10:29,4/18/2023 10:29,0,0,,,,,,,,
4/18/2023 10:26,4/18/2023 10:29,0,16,1,4,94,89,1,1,72,94_explainable
4/18/2023 10:26,4/18/2023 10:29,0,5,2,7,94,89,2,2,41,89_explainable
4/18/2023 10:28,4/18/2023 10:31,0,5,1,2,94,89,4,2,37,94_explainable
4/18/2023 10:26,4/18/2023 10:31,0,19,2,4,90,89,2,2,33,89_explainable
4/18/2023 10:27,4/18/2023 10:32,0,11,1,4,94,89,4,2,56,No_explainable
4/18/2023 10:30,4/18/2023 10:32,0,13,1,4,94,89,4,1,51,No_explainable
4/18/2023 10:30,4/18/2023 10:32,0,13,1,4,94,89,1,1,66,89_explainable
4/18/2023 10:30,4/18/2023 10:33,1,5,2,4,94,89,2,2,68,Both_explainable
4/18/2023 10:30,4/18/2023 10:33,0,10,1,4,94,89,4,2,49,Both_explainable
4/18/2023 10:32,4/18/2023 10:33,0,6,1,1,94,89,1,2,68,94_explainable
4/18/2023 10:32,4/18/2023 10:34,0,12,1,6,94,89,2,2,67,89_explainable
4/18/2023 10:33,4/18/2023 10:34,0,21,1,5,40,20,1,1,42,94_explainable
4/18/2023 10:32,4/18/2023 10:34,0,5,1,1,95,89,4,1,43,Both_explainable
4/18/2023 10:32,4/18/2023 10:35,0,5,1,4,92,89,4,2,59,No_explainable
4/18/2023 10:33,4/18/2023 10:35,0,5,1,4,94,89,4,2,52,No_explainable
4/18/2023 10:34,4/18/2023 10:35,0,10,1,3,94,89,1,3,29,94_explainable
4/18/2023 10:34,4/18/2023 10:35,0,9,1,4,50,50,3,1,33,Both_explainable
4/18/2023 10:33,4/18/2023 10:36,0,9,1,3,94,88,1,2,45,94_explainable
4/18/2023 10:34,4/18/2023 10:36,0,9,1,4,95,89,2,1,68,89_explainable
4/18/2023 10:33,4/18/2023 10:37,0,10,1,1,93,89,3,1,51,Both_explainable
4/18/2023 10:33,4/18/2023 10:37,0,11,1,4,94,89,4,2,70,No_explainable
4/18/2023 10:37,4/18/2023 10:37,0,8,1,4,94,89,3,1,33,Both_explainable
4/18/2023 10:35,4/18/2023 10:37,0,5,1,1,94,89,1,2,26,94_explainable
4/18/2023 10:33,4/18/2023 10:38,0,5,1,5,94,89,2,2,39,89_explainable
4/18/2023 10:37,4/18/2023 10:38,0,6,2,6,94,89,2,2,39,89_explainable
4/18/2023 10:35,4/18/2023 10:39,0,14,1,4,94,89,4,1,68,No_explainable
4/18/2023 10:36,4/18/2023 10:39,0,38,1,4,94,89,2,1,52,89_explainable
4/18/2023 10:36,4/18/2023 10:39,0,11,1,4,94,89,4,2,39,No_explainable
4/18/2023 10:37,4/18/2023 10:39,0,15,1,4,94,89,2,2,34,No_explainable
4/18/2023 10:37,4/18/2023 10:40,1,8,1,4,94,89,3,2,53,Both_explainable
4/18/2023 10:38,4/18/2023 10:40,0,7,1,4,9,89,4,2,42,Both_explainable
4/18/2023 10:38,4/18/2023 10:40,0,6,1,4,94,89,1,1,34,94_explainable
4/18/2023 10:39,4/18/2023 10:40,0,6,1,3,98,87,4,2,41,No_explainable
4/18/2023 10:38,4/18/2023 10:41,0,5,1,6,94,89,2,2,46,89_explainable
4/18/2023 10:36,4/18/2023 10:41,0,5,1,1,94,89,1,1,29,94_explainable
4/18/2023 10:40,4/18/2023 10:42,0,9,1,4,94,89,2,2,48,89_explainable
4/18/2023 10:40,4/18/2023 10:42,0,14,1,1,94,89,1,1,46,94_explainable
4/18/2023 10:40,4/18/2023 10:42,0,12,1,4,94,89,3,2,48,Both_explainable
4/18/2023 10:37,4/18/2023 10:42,0,26,1,6,94,98,1,1,30,94_explainable
4/18/2023 10:40,4/18/2023 10:43,0,8,1,2,94,87,3,1,40,Both_explainable
4/18/2023 10:42,4/18/2023 10:43,0,8,2,5,94,89,2,2,22,89_explainable
4/18/2023 10:41,4/18/2023 10:44,0,9,2,6,94,89,2,2,43,89_explainable
4/18/2023 10:42,4/18/2023 10:44,0,25,1,4,94,89,4,2,59,No_explainable
4/18/2023 10:43,4/18/2023 10:45,0,11,1,4,94,89,4,1,42,No_explainable
4/18/2023 10:44,4/18/2023 10:45,0,11,1,4,98,89,3,2,34,Both_explainable
4/18/2023 10:44,4/18/2023 10:45,0,8,1,1,94,89,4,2,32,94_explainable
4/18/2023 10:44,4/18/2023 10:45,0,7,1,4,94,89,3,2,47,Both_explainable
4/18/2023 10:42,4/18/2023 10:46,0,8,1,2,94,89,1,2,32,94_explainable
4/18/2023 10:44,4/18/2023 10:46,0,42,1,4,94,89,2,2,61,89_explainable
4/18/2023 10:45,4/18/2023 10:47,0,32,1,4,96,89,1,1,42,Both_explainable
4/18/2023 10:45,4/18/2023 10:47,0,11,1,4,94,89,1,2,39,94_explainable
4/18/2023 10:44,4/18/2023 10:47,0,5,1,2,94,89,4,1,24,No_explainable
4/18/2023 10:45,4/18/2023 10:48,0,8,2,4,94,89,4,1,39,No_explainable
4/18/2023 10:42,4/18/2023 10:49,0,5,2,7,94,89,2,1,45,89_explainable
4/18/2023 10:49,4/18/2023 10:50,0,7,1,2,94,89,1,2,26,94_explainable
4/18/2023 10:40,4/18/2023 10:50,0,19,1,7,94,89,2,1,36,89_explainable
4/18/2023 10:47,4/18/2023 10:50,0,5,1,4,94,89,3,2,52,Both_explainable
4/18/2023 10:49,4/18/2023 10:50,0,13,1,4,94,89,4,2,54,No_explainable
4/18/2023 10:49,4/18/2023 10:51,0,7,1,4,94,89,4,1,60,No_explainable
4/18/2023 10:51,4/18/2023 10:54,0,5,1,2,94,89,1,2,58,94_explainable
4/18/2023 10:51,4/18/2023 10:54,0,15,1,6,94,89,2,1,45,Both_explainable
4/18/2023 10:53,4/18/2023 10:54,0,5,1,2,94,89,3,2,30,No_explainable
4/18/2023 10:51,4/18/2023 10:54,0,7,1,3,94,89,1,2,36,94_explainable
4/18/2023 10:51,4/18/2023 10:55,0,12,1,1,94,89,3,2,39,Both_explainable
4/18/2023 10:46,4/18/2023 10:56,0,11,1,4,94,89,2,1,23,89_explainable
4/18/2023 10:51,4/18/2023 10:56,0,7,1,7,94,89,2,2,33,89_explainable
4/18/2023 10:51,4/18/2023 10:57,0,8,2,4,94,89,4,1,36,No_explainable
4/18/2023 10:55,4/18/2023 10:57,0,13,1,3,94,89,1,2,36,94_explainable
4/18/2023 10:55,4/18/2023 10:58,0,6,1,4,94,89,3,1,48,Both_explainable
4/18/2023 10:56,4/18/2023 10:58,0,13,1,3,94,89,3,1,50,Both_explainable
4/18/2023 10:56,4/18/2023 10:58,0,13,1,4,94,89,1,1,47,94_explainable
